[15:30:10] [ServerMain/INFO]: Building unoptimized datafixer
[15:30:11] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[15:30:12] [ServerMain/INFO]: Loaded 7 recipes
[15:30:13] [Server thread/INFO]: Starting minecraft server version 1.19.3
[15:30:13] [Server thread/INFO]: Loading properties
[15:30:13] [Server thread/INFO]: This server is running Paper version git-Paper-396 (MC: 1.19.3) (Implementing API version 1.19.3-R0.1-SNAPSHOT) (Git: bd77b78)
[15:30:13] [Server thread/INFO]: Server Ping Player Sample Count: 12
[15:30:13] [Server thread/INFO]: Using 4 threads for Netty based IO
[15:30:13] [Server thread/INFO]: [ChunkTaskScheduler] Chunk system is using 1 I/O threads, 3 worker threads, and gen parallelism of 3 threads
[15:30:13] [Server thread/INFO]: Default game type: SURVIVAL
[15:30:13] [Server thread/INFO]: Generating keypair
[15:30:13] [Server thread/INFO]: Starting Minecraft server on *:25565
[15:30:13] [Server thread/INFO]: Using default channel type
[15:30:13] [Server thread/INFO]: Paper: Using Java compression from Velocity.
[15:30:13] [Server thread/INFO]: Paper: Using Java cipher from Velocity.
[15:30:14] [Server thread/INFO]: [GSit] Loading GSit v1.3.7
[15:30:14] [Server thread/INFO]: [Timber] Loading Timber v1.1.0
[15:30:14] [Server thread/INFO]: [floodgate] Loading floodgate v2.2.0-SNAPSHOT (b74-4f36112)
[15:30:15] [Server thread/INFO]: [floodgate] Demorou 391ms para inicializar o Floodgate
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] Loading Geyser-Spigot v2.1.0-SNAPSHOT
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] Carregando extensões...
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] 0 extensão(ões) carregada
[15:30:15] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[15:30:15] [Server thread/INFO]: Preparing level "world"
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[15:30:16] [Server thread/INFO]: Time elapsed: 139 ms
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_nether
[15:30:16] [Server thread/INFO]: Time elapsed: 25 ms
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[15:30:16] [Server thread/INFO]: Time elapsed: 15 ms
[15:30:16] [Server thread/INFO]: [GSit] Enabling GSit v1.3.7
[15:30:16] [Server thread/INFO]: [GSit] The plugin was successfully enabled.
[15:30:17] [Server thread/INFO]: [Timber] Enabling Timber v1.1.0
[15:30:17] [Server thread/INFO]: Timber Log Materials: [ACACIA_LOG, CRIMSON_STEM, WARPED_STEM, OAK_LOG, BIRCH_LOG, SPRUCE_LOG, JUNGLE_LOG, DARK_OAK_LOG]
[15:30:17] [Server thread/INFO]: Timber Axe Materials: [WOODEN_AXE, GOLDEN_AXE, DIAMOND_AXE, STONE_AXE, NETHERITE_AXE, IRON_AXE]
[15:30:17] [Server thread/INFO]: [floodgate] Enabling floodgate v2.2.0-SNAPSHOT (b74-4f36112)
[15:30:17] [Server thread/INFO]: [Geyser-Spigot] Enabling Geyser-Spigot v2.1.0-SNAPSHOT
[15:30:18] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[16:50:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:19] [Server thread/INFO]: DEEPSLATE
[16:50:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:19] [Server thread/INFO]: DEEPSLATE
[16:50:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:20] [Server thread/INFO]: DEEPSLATE
[16:50:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:20] [Server thread/INFO]: DEEPSLATE
[16:50:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:21] [Server thread/INFO]: DEEPSLATE
[16:50:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:21] [Server thread/INFO]: DEEPSLATE
[16:50:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:22] [Server thread/INFO]: DEEPSLATE
[16:50:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:22] [Server thread/INFO]: DEEPSLATE
[16:50:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:23] [Server thread/INFO]: DEEPSLATE
[16:50:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:23] [Server thread/INFO]: DEEPSLATE
[16:50:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:24] [Server thread/INFO]: DEEPSLATE
[16:50:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:24] [Server thread/INFO]: DEEPSLATE
[16:50:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:24] [Server thread/INFO]: DEEPSLATE
[16:50:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:25] [Server thread/INFO]: DEEPSLATE
[16:50:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:25] [Server thread/INFO]: DEEPSLATE
[16:50:26] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:26] [Server thread/INFO]: DEEPSLATE
[16:50:27] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:27] [Server thread/INFO]: DEEPSLATE
[16:50:27] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:27] [Server thread/INFO]: DEEPSLATE_IRON_ORE
[16:50:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:28] [Server thread/INFO]: DEEPSLATE
[16:50:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:28] [Server thread/INFO]: DEEPSLATE
[16:50:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:28] [Server thread/INFO]: DEEPSLATE
[16:50:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:29] [Server thread/INFO]: DEEPSLATE
[16:50:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:29] [Server thread/INFO]: TUFF
[16:50:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:30] [Server thread/INFO]: TUFF
[16:50:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:30] [Server thread/INFO]: TUFF
[16:50:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:31] [Server thread/INFO]: TUFF
[16:50:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:31] [Server thread/INFO]: TUFF
[16:50:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:31] [Server thread/INFO]: TUFF
[16:50:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:32] [Server thread/INFO]: TUFF
[16:50:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:32] [Server thread/INFO]: TUFF
[16:50:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:33] [Server thread/INFO]: TUFF
[16:50:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:33] [Server thread/INFO]: TUFF
[16:50:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:33] [Server thread/INFO]: TUFF
[16:50:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:34] [Server thread/INFO]: DEEPSLATE
[16:50:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:34] [Server thread/INFO]: DEEPSLATE
[16:50:35] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:35] [Server thread/INFO]: DEEPSLATE
[16:50:35] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:35] [Server thread/INFO]: DEEPSLATE
[16:50:36] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:36] [Server thread/INFO]: DEEPSLATE
[16:50:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:56] [Server thread/INFO]: DEEPSLATE
[16:50:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:56] [Server thread/INFO]: DEEPSLATE
[16:50:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:57] [Server thread/INFO]: DEEPSLATE
[16:50:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:57] [Server thread/INFO]: DEEPSLATE
[16:50:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:57] [Server thread/INFO]: DEEPSLATE
[16:50:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:58] [Server thread/INFO]: DEEPSLATE
[16:50:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:58] [Server thread/INFO]: DEEPSLATE
[16:50:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:59] [Server thread/INFO]: DEEPSLATE
[16:50:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:50:59] [Server thread/INFO]: DEEPSLATE
[16:51:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:00] [Server thread/INFO]: DEEPSLATE
[16:51:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:00] [Server thread/INFO]: DEEPSLATE
[16:51:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:01] [Server thread/INFO]: DEEPSLATE
[16:51:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:01] [Server thread/INFO]: DEEPSLATE
[16:51:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:02] [Server thread/INFO]: DEEPSLATE
[16:51:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:02] [Server thread/INFO]: DEEPSLATE
[16:51:07] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:07] [Server thread/INFO]: DEEPSLATE
[16:51:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:08] [Server thread/INFO]: DEEPSLATE
[16:51:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:08] [Server thread/INFO]: TUFF
[16:51:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:08] [Server thread/INFO]: TUFF
[16:51:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:09] [Server thread/INFO]: TUFF
[16:51:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:09] [Server thread/INFO]: TUFF
[16:51:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:10] [Server thread/INFO]: DEEPSLATE
[16:51:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:10] [Server thread/INFO]: DEEPSLATE
[16:51:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:11] [Server thread/INFO]: DEEPSLATE
[16:51:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:11] [Server thread/INFO]: DEEPSLATE
[16:51:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:11] [Server thread/INFO]: DEEPSLATE
[16:51:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:12] [Server thread/INFO]: DEEPSLATE
[16:51:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:12] [Server thread/INFO]: DEEPSLATE
[16:51:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:13] [Server thread/INFO]: DEEPSLATE
[16:51:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:13] [Server thread/INFO]: DEEPSLATE
[16:51:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:14] [Server thread/INFO]: DEEPSLATE_DIAMOND_ORE
[16:51:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:14] [Server thread/INFO]: DEEPSLATE_DIAMOND_ORE
[16:51:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:15] [Server thread/INFO]: DEEPSLATE
[16:51:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:16] [Server thread/INFO]: DEEPSLATE
[16:51:41] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:41] [Server thread/INFO]: SHULKER_BOX
[16:51:43] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:43] [Server thread/INFO]: DEEPSLATE
[16:51:43] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:43] [Server thread/INFO]: DEEPSLATE
[16:51:44] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:44] [Server thread/INFO]: DEEPSLATE
[16:51:44] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:44] [Server thread/INFO]: DEEPSLATE
[16:51:44] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:44] [Server thread/INFO]: DEEPSLATE
[16:51:45] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:45] [Server thread/INFO]: TUFF
[16:51:45] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:45] [Server thread/INFO]: DEEPSLATE
[16:51:46] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:46] [Server thread/INFO]: TUFF
[16:51:46] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:46] [Server thread/INFO]: TUFF
[16:51:47] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:47] [Server thread/INFO]: TUFF
[16:51:47] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:47] [Server thread/INFO]: TUFF
[16:51:48] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:48] [Server thread/INFO]: TUFF
[16:51:48] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:48] [Server thread/INFO]: TUFF
[16:51:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:49] [Server thread/INFO]: TUFF
[16:51:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:49] [Server thread/INFO]: TUFF
[16:51:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:49] [Server thread/INFO]: TUFF
[16:51:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:50] [Server thread/INFO]: TUFF
[16:51:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:50] [Server thread/INFO]: TUFF
[16:51:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:51] [Server thread/INFO]: TUFF
[16:51:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:52] [Server thread/INFO]: TUFF
[16:51:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:52] [Server thread/INFO]: TUFF
[16:51:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:53] [Server thread/INFO]: TUFF
[16:51:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:53] [Server thread/INFO]: TUFF
[16:51:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:53] [Server thread/INFO]: TUFF
[16:51:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:51:54] [Server thread/INFO]: TUFF
[16:52:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:13] [Server thread/INFO]: TUFF
[16:52:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:13] [Server thread/INFO]: TUFF
[16:52:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:14] [Server thread/INFO]: TUFF
[16:52:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:14] [Server thread/INFO]: TUFF
[16:52:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:15] [Server thread/INFO]: TUFF
[16:52:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:15] [Server thread/INFO]: TUFF
[16:52:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:15] [Server thread/INFO]: TUFF
[16:52:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:16] [Server thread/INFO]: TUFF
[16:52:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:16] [Server thread/INFO]: TUFF
[16:52:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:17] [Server thread/INFO]: TUFF
[16:52:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:17] [Server thread/INFO]: DEEPSLATE
[16:52:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:18] [Server thread/INFO]: DEEPSLATE
[16:52:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:18] [Server thread/INFO]: TUFF
[16:52:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:19] [Server thread/INFO]: TUFF
[16:52:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:19] [Server thread/INFO]: TUFF
[16:52:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:20] [Server thread/INFO]: DEEPSLATE
[16:52:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:20] [Server thread/INFO]: DEEPSLATE
[16:52:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:21] [Server thread/INFO]: DEEPSLATE
[16:52:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:21] [Server thread/INFO]: TUFF
[16:52:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:21] [Server thread/INFO]: DEEPSLATE
[16:52:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:22] [Server thread/INFO]: DEEPSLATE
[16:52:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:22] [Server thread/INFO]: DEEPSLATE
[16:52:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:23] [Server thread/INFO]: DEEPSLATE
[16:52:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:23] [Server thread/INFO]: DEEPSLATE
[16:52:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:24] [Server thread/INFO]: DEEPSLATE
[16:52:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:24] [Server thread/INFO]: DEEPSLATE
[16:52:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:31] [Server thread/INFO]: DEEPSLATE
[16:52:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:32] [Server thread/INFO]: DEEPSLATE
[16:52:36] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:36] [Server thread/INFO]: DEEPSLATE
[16:52:36] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:36] [Server thread/INFO]: TUFF
[16:52:37] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:37] [Server thread/INFO]: DEEPSLATE
[16:52:38] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:38] [Server thread/INFO]: TUFF
[16:52:38] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:38] [Server thread/INFO]: DEEPSLATE
[16:52:39] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:39] [Server thread/INFO]: DEEPSLATE
[16:52:39] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:39] [Server thread/INFO]: DEEPSLATE
[16:52:40] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:40] [Server thread/INFO]: DEEPSLATE
[16:52:40] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:40] [Server thread/INFO]: DEEPSLATE
[16:52:41] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:41] [Server thread/INFO]: DEEPSLATE
[16:52:41] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:41] [Server thread/INFO]: DEEPSLATE
[16:52:42] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:42] [Server thread/INFO]: DEEPSLATE
[16:52:42] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:42] [Server thread/INFO]: DEEPSLATE
[16:52:43] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:43] [Server thread/INFO]: DEEPSLATE
[16:52:43] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:43] [Server thread/INFO]: DEEPSLATE
[16:52:43] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:43] [Server thread/INFO]: DEEPSLATE
[16:52:44] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:44] [Server thread/INFO]: DEEPSLATE
[16:52:45] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:45] [Server thread/INFO]: DEEPSLATE
[16:52:45] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:45] [Server thread/INFO]: DEEPSLATE
[16:52:45] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:45] [Server thread/INFO]: DEEPSLATE
[16:52:46] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:46] [Server thread/INFO]: DEEPSLATE
[16:52:46] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:46] [Server thread/INFO]: DEEPSLATE
[16:52:47] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:47] [Server thread/INFO]: DEEPSLATE
[16:52:47] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:47] [Server thread/INFO]: DEEPSLATE
[16:52:48] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:48] [Server thread/INFO]: DEEPSLATE
[16:52:48] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:48] [Server thread/INFO]: DEEPSLATE
[16:52:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:49] [Server thread/INFO]: DEEPSLATE
[16:52:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:49] [Server thread/INFO]: DEEPSLATE
[16:52:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:50] [Server thread/INFO]: DEEPSLATE
[16:52:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:50] [Server thread/INFO]: DEEPSLATE
[16:52:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:51] [Server thread/INFO]: DEEPSLATE
[16:52:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:51] [Server thread/INFO]: DEEPSLATE
[16:52:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:52] [Server thread/INFO]: DEEPSLATE
[16:52:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:52] [Server thread/INFO]: DEEPSLATE
[16:52:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:52] [Server thread/INFO]: DEEPSLATE
[16:52:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:53] [Server thread/INFO]: DEEPSLATE
[16:52:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:53] [Server thread/INFO]: DEEPSLATE
[16:52:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:54] [Server thread/INFO]: DEEPSLATE
[16:52:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:54] [Server thread/INFO]: DEEPSLATE
[16:52:55] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:55] [Server thread/INFO]: TUFF
[16:52:55] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:55] [Server thread/INFO]: DEEPSLATE
[16:52:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:56] [Server thread/INFO]: DEEPSLATE
[16:52:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:56] [Server thread/INFO]: DEEPSLATE
[16:52:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:57] [Server thread/INFO]: DEEPSLATE
[16:52:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:57] [Server thread/INFO]: DEEPSLATE
[16:52:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:57] [Server thread/INFO]: DEEPSLATE
[16:52:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:58] [Server thread/INFO]: DEEPSLATE
[16:52:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:58] [Server thread/INFO]: DEEPSLATE
[16:52:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:59] [Server thread/INFO]: DEEPSLATE
[16:52:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:52:59] [Server thread/INFO]: DEEPSLATE
[16:53:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:00] [Server thread/INFO]: DEEPSLATE
[16:53:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:00] [Server thread/INFO]: DEEPSLATE
[16:53:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:01] [Server thread/INFO]: DEEPSLATE
[16:53:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:01] [Server thread/INFO]: DEEPSLATE
[16:53:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:02] [Server thread/INFO]: DEEPSLATE
[16:53:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:02] [Server thread/INFO]: DEEPSLATE
[16:53:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:02] [Server thread/INFO]: DEEPSLATE
[16:53:03] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:03] [Server thread/INFO]: DEEPSLATE
[16:53:03] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:03] [Server thread/INFO]: DEEPSLATE
[16:53:04] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:04] [Server thread/INFO]: DEEPSLATE
[16:53:04] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:04] [Server thread/INFO]: DEEPSLATE
[16:53:05] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:05] [Server thread/INFO]: DEEPSLATE
[16:53:05] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:05] [Server thread/INFO]: DEEPSLATE
[16:53:06] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:06] [Server thread/INFO]: DEEPSLATE
[16:53:06] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:06] [Server thread/INFO]: DEEPSLATE
[16:53:07] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:07] [Server thread/INFO]: DEEPSLATE
[16:53:07] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:07] [Server thread/INFO]: DEEPSLATE
[16:53:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:08] [Server thread/INFO]: DEEPSLATE
[16:53:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:08] [Server thread/INFO]: DEEPSLATE
[16:53:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:09] [Server thread/INFO]: DEEPSLATE
[16:53:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:09] [Server thread/INFO]: DEEPSLATE
[16:53:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:10] [Server thread/INFO]: DEEPSLATE
[16:53:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:10] [Server thread/INFO]: DEEPSLATE
[16:53:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:10] [Server thread/INFO]: DEEPSLATE
[16:53:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:11] [Server thread/INFO]: DEEPSLATE
[16:53:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:11] [Server thread/INFO]: DEEPSLATE
[16:53:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:12] [Server thread/INFO]: DEEPSLATE
[16:53:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:12] [Server thread/INFO]: DEEPSLATE
[16:53:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:13] [Server thread/INFO]: DEEPSLATE
[16:53:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:13] [Server thread/INFO]: DEEPSLATE
[16:53:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:14] [Server thread/INFO]: DEEPSLATE
[16:53:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:14] [Server thread/INFO]: DEEPSLATE
[16:53:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:15] [Server thread/INFO]: DEEPSLATE
[16:53:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:15] [Server thread/INFO]: DEEPSLATE
[16:53:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:53:16] [Server thread/INFO]: DEEPSLATE
[16:53:16] [Server thread/INFO]: NETHERITE_PICKAXE
